id,content_type,content_license,attribution_url,title,file_size,checksum_md5,cid,download_url,image_format
70,image/jpg,,,storybook-6-ch-5,62022,abf78854bdaf2d30695252715301ccdd,b8292dc864277600d913932a58b8114ada3dea86,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/70_r1.jpg,JPG
71,image/jpg,,,storybook-6-ch-6,49902,88486fa3dfbdfc60bce0c4fa3a3e68f6,cd602b25c7cfa899a6f881c2112fae4474fb9694,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/71_r2.jpg,JPG
72,image/jpg,,,storybook-6-ch-7,61614,d22f85cdb653ebaae63ba4a3bb20ab52,d2cbb4cf16cc6787df82e727055fc4cc9527bfdd,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/72_r1.jpg,JPG
73,image/jpg,,,storybook-6-ch-8,66792,8d9997586e1ca536d5dd19e0746ddb9a,2e51e7ce35db87a37850a466e49b3015f41caad3,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/73_r1.jpg,JPG
74,image/jpg,,,storybook-6-ch-9,69387,8b64f3ba4ddf2e84ae9a7b2324c5dfb2,6f72a643dccf3713315d7e604574c2fabf30870a,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/74_r1.jpg,JPG
75,image/png,,,storybook-7-cover,817052,702e607b5d00814022fbd7f390910dd5,317c869cc1ecfcd4a13495bc5a309bd2485c8092,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/75_r1.png,PNG
76,image/jpg,,,storybook-7-ch-1,590378,fbf7b49a895706a9f16d0c6810b2ff0c,9f21327bb33fb189f82377fff20ae50e36a8ee89,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/76_r1.jpg,JPG
77,image/jpg,,,storybook-7-ch-2,10979,9daf09769a2e317be51da91b5ff1c8d4,0d45f3055995bfd2181380f3dd9e0d28f98aca53,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/77_r1.jpg,JPG
78,image/jpg,,,storybook-7-ch-3,625453,c0fcdb81ff21f077b394bdad568a84ec,e86bef692b03215d31961223a998d84721586959,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/78_r1.jpg,JPG
79,image/jpg,,,storybook-7-ch-4,603732,ce56f9220696f07fc0b9406906c39ae2,64748fd1ec622102612eb29069e5847eef527bcb,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/79_r1.jpg,JPG
80,image/jpg,,,storybook-7-ch-5,619583,6f91d22d972fa0c317413c41aa421e57,e619ee874654cdb89ae99d37580bef5f56a395e2,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/80_r1.jpg,JPG
81,image/jpg,,,storybook-7-ch-6,612329,822233f04de627af365a6f80100a01f9,f3615d679062f1b613f079943a4bceda38352f10,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/81_r1.jpg,JPG
82,image/jpg,,,storybook-7-ch-7,632347,8070a9fbc5cbc9c675adc81a789c6be4,74fb6aa349219f3e50270eef781128b191148c1c,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/82_r1.jpg,JPG
83,image/jpg,,,storybook-7-ch-8,629985,ae197e267bfb2ee9d5b05e2b475fc132,2c8a0730a6f79c36cfc53861fe80c28d081b2f8c,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/83_r1.jpg,JPG
